Date,Session,Total,Mean,Std,Num_Points,People
2024-05-08,1.0,3190.0,151.9047619047619,116.3795105514303,22.0,2
2024-05-08,2.0,2466.0,308.25,142.90231428696816,8.0,4
2024-05-08,3.0,5463.0,170.71875,96.33484425555447,32.0,3
2024-05-08,4.0,1468.0,209.71428571428572,111.0356013263528,7.0,4
2024-05-13,1.0,902.0,100.22222222222223,57.38200453491011,10.0,1
2024-05-13,2.0,1467.0,112.84615384615384,70.09736817913371,13.0,2
2024-05-13,3.0,5663.0,166.55882352941177,99.50093380907037,34.0,2
2024-05-13,4.0,6006.0,146.4878048780488,71.55701291670142,42.0,2
2024-05-13,5.0,936.0,40.69565217391305,34.50353708167099,23.0,1
2024-05-16,1.0,436.0,48.44444444444444,75.12508088366879,9.0,1
2024-05-16,2.0,604.0,75.5,65.18325814852417,8.0,1
2024-05-16,3.0,395.0,30.384615384615383,32.009213417229475,13.0,1
2024-05-16,4.0,119.0,19.833333333333332,21.2265556948523,6.0,1
2024-05-16,5.0,349.0,58.166666666666664,55.60005995200605,6.0,1
2024-05-16,6.0,832.0,55.46666666666667,76.88662029867342,15.0,1
2024-05-16,7.0,792.0,88.0,70.7477914849644,9.0,1
2024-05-16,8.0,4702.0,151.67741935483872,79.97182299484163,32.0,2
2024-05-16,9.0,1225.0,111.36363636363636,97.97680616071614,11.0,2
2024-05-16,10.0,281.0,46.833333333333336,44.30989355286995,6.0,1
2024-05-17,1.0,10257.0,256.425,86.69276357580404,40.0,4
2024-05-17,2.0,2186.0,218.6,139.99063460738284,10.0,3
2024-05-17,3.0,617.0,88.14285714285714,57.55701107432112,7.0,1
2024-05-18,1.0,3478.0,139.12,97.22539105946896,26.0,2
2024-05-18,2.0,8048.0,107.30666666666667,68.85295207185389,75.0,2
2024-05-19,1.0,1538.0,128.16666666666666,98.89281004596783,12.0,2
2024-05-19,2.0,356.0,50.857142857142854,31.0076795403363,7.0,1
2024-05-19,3.0,4561.0,95.02083333333333,59.317927964605985,49.0,2
2024-05-19,4.0,514.0,85.66666666666667,60.49352582439436,6.0,1
2024-05-19,5.0,811.0,135.16666666666666,158.2522248395474,6.0,2
2024-05-19,6.0,653.0,108.83333333333333,85.29575995714363,6.0,2
2024-05-19,7.0,8567.0,356.9583333333333,167.76756155510196,24.0,4
2024-05-20,1.0,1647.0,96.88235294117646,54.15935093885125,17.0,2
2024-05-20,2.0,5287.0,160.21212121212122,84.77977263761002,33.0,2
2024-05-20,3.0,1007.0,91.54545454545455,61.98122882996696,11.0,2
2024-05-20,4.0,751.0,75.1,40.95376797208178,10.0,1
2024-05-20,5.0,260.0,32.5,24.541510024562758,8.0,1
2024-05-21,1.0,4864.0,202.66666666666666,118.3644580418304,25.0,3
2024-05-21,2.0,16719.0,172.36082474226805,108.42405037311931,98.0,2
2024-05-22,1.0,510.0,51.0,35.6931365951495,10.0,1
2024-05-22,2.0,1717.0,90.36842105263158,80.38532931817001,19.0,1
2024-05-22,3.0,912.0,60.8,41.90669908942279,15.0,1
2024-05-22,4.0,1248.0,78.0,51.98846025802265,16.0,1
2024-05-22,5.0,4532.0,96.42553191489361,60.240007174508456,47.0,1
2024-05-23,1.0,138.0,19.714285714285715,14.162324264449976,7.0,1
2024-05-23,2.0,76.0,9.5,5.42481072744215,8.0,1
2024-05-23,3.0,1956.0,93.14285714285714,86.90298367391405,21.0,1
2024-05-23,4.0,7133.0,216.15151515151516,132.64947258002036,34.0,3
2024-05-23,5.0,2635.0,90.86206896551724,68.46361084439103,29.0,1
2024-05-23,6.0,777.0,59.76923076923077,95.64444037349466,13.0,1
2024-05-23,7.0,452.0,41.09090909090909,21.063971826104144,11.0,1
2024-05-24,1.0,6543.0,198.27272727272728,106.82002174430852,34.0,3
2024-05-24,2.0,18291.0,163.3125,103.13666532438518,113.0,2
2024-05-25,1.0,5908.0,236.32,111.49653208358845,26.0,4
2024-05-25,2.0,2561.0,88.3103448275862,75.07905521528427,29.0,1
2024-05-25,3.0,1668.0,64.15384615384616,54.27020715471228,26.0,1
2024-05-25,4.0,934.0,93.4,63.305607966435325,11.0,2
2024-05-25,5.0,2312.0,154.13333333333333,68.73122254391342,15.0,2
2024-05-25,6.0,1544.0,128.66666666666666,85.08213500476876,12.0,2
2024-05-25,7.0,599.0,74.875,55.45509766597528,8.0,1
2024-05-25,8.0,2744.0,152.44444444444446,96.91974983715512,18.0,2
2024-05-26,1.0,404.0,50.5,61.37239956667352,8.0,1
2024-05-26,2.0,4606.0,143.9375,100.81952495872625,32.0,2
2024-05-26,3.0,20501.0,186.37272727272727,90.03158050321338,111.0,3
2024-05-27,1.0,6785.0,193.85714285714286,70.46448536304649,35.0,3
2024-05-27,2.0,666.0,83.25,55.01882794618064,8.0,1
2024-05-27,3.0,3324.0,89.83783783783784,58.506653711595305,37.0,1
2024-05-27,4.0,1582.0,131.83333333333334,86.57191790469338,13.0,2
2024-05-27,5.0,7905.0,282.32142857142856,84.69030884757956,28.0,4
2024-05-27,6.0,2297.0,88.34615384615384,52.598054950876126,26.0,1
2024-05-28,1.0,4629.0,125.10810810810811,94.9265165459238,38.0,2
2024-05-28,2.0,2913.0,112.03846153846153,102.7316818782719,26.0,1
2024-05-28,3.0,4643.0,185.72,78.45408423615264,25.0,3
2024-05-28,4.0,12866.0,247.42307692307693,135.7763943435498,53.0,4
2024-05-28,5.0,3505.0,219.0625,135.13275879667373,16.0,3
2024-05-28,6.0,1122.0,53.42857142857143,42.897052845820795,21.0,1
2024-05-29,1.0,3794.0,114.96969696969697,57.28355176689294,33.0,2
2024-05-29,2.0,25444.0,194.2290076335878,117.40407311015144,132.0,3
2024-05-30,1.0,6053.0,208.72413793103448,113.51963220761299,30.0,3
2024-05-30,2.0,2426.0,161.73333333333332,133.93893420226283,15.0,2
2024-05-30,3.0,5643.0,161.22857142857143,107.43372395117285,35.0,2
2024-05-30,4.0,5495.0,177.25806451612902,111.52427769830672,32.0,2
2024-05-30,5.0,2408.0,96.32,74.02067278807995,25.0,1
2024-05-30,6.0,742.0,106.0,131.3202193114221,7.0,1
2024-05-31,1.0,7179.0,159.53333333333333,78.26139185157298,45.0,2
2024-05-31,2.0,2510.0,167.33333333333334,95.66807697649699,15.0,3
2024-05-31,3.0,4734.0,205.82608695652175,75.84113310305781,23.0,3
